389150, 435050, 6.10829, 
389250, 435050, 4.19525, 
389350, 435050, 4.2243, 
389450, 435050, 4.76565, 
389550, 435050, 5.89627, 
389650, 435050, 4.67654, 
389750, 435050, 4.40211, 
389850, 435050, 5.06881, 
389950, 435050, 3.70161, 
390050, 435050, 9.32047, 
390150, 435050, 10.9969, 
390250, 435050, 8.90054, 
390350, 435050, 8.22133, 
390450, 435050, 9.71351, 
390550, 435050, 8.24056, 
390650, 435050, 8.14278, 
390750, 435050, 6.43837, 
390850, 435050, 7.8695, 
390950, 435050, 7.45748, 
391050, 435050, 4.13782, 
391150, 435050, 3.43146, 
391250, 435050, 3.63729, 
391350, 435050, 3.44877, 
391450, 435050, 4.93906, 
391550, 435050, 1.56054, 
391650, 435050, 1.93806, 
391750, 435050, 1.87682, 
391850, 435050, 2.01378, 
391950, 435050, 4.05027, 
392050, 435050, 1.92638, 
392150, 435050, 2.73654, 
392250, 435050, 2.94978, 
392350, 435050, 3.01164, 
392450, 435050, 2.40054, 
392550, 435050, 2.40617, 
392650, 435050, 2.23713, 
392750, 435050, 1.73872, 
392850, 435050, 1.69178, 
392950, 435050, 3.16457, 
393050, 435050, 3.02478, 
393150, 435050, 2.11192, 
393250, 435050, 2.06693, 
393350, 435050, 2.60457, 
393450, 435050, 2.27317, 
393550, 435050, 0.48656, 
393650, 435050, 1.25829, 
389150, 435150, 4.54939, 
389250, 435150, 4.27225, 
389350, 435150, 3.2641, 
389450, 435150, 3.18585, 
389550, 435150, 4.34775, 
389650, 435150, 4.41577, 
389750, 435150, 2.60522, 
389850, 435150, 2.266, 
389950, 435150, 2.88134, 
390050, 435150, 3.11565, 
390150, 435150, 4.96708, 
390250, 435150, 8.51475, 
390350, 435150, 8.08287, 
390450, 435150, 4.77912, 
390550, 435150, 5.903, 
390650, 435150, 6.20632, 
390750, 435150, 5.48269, 
390850, 435150, 6.23245, 
390950, 435150, 5.27705, 
391050, 435150, 7.11416, 
391150, 435150, 5.05906, 
391250, 435150, 2.77674, 
391350, 435150, 2.52499, 
391450, 435150, 4.569, 
391550, 435150, 2.90168, 
391650, 435150, 0.949592, 
391750, 435150, 2.37267, 
391850, 435150, 1.39451, 
391950, 435150, 3.75427, 
392050, 435150, 2.79061, 
392150, 435150, 2.71057, 
392250, 435150, 3.34808, 
392350, 435150, 3.76689, 
392450, 435150, 6.67152, 
392550, 435150, 5.86352, 
392650, 435150, 3.18015, 
392750, 435150, 3.25907, 
392850, 435150, 2.96147, 
392950, 435150, 3.09437, 
393050, 435150, 2.53437, 
393150, 435150, 2.04971, 
393250, 435150, 1.78473, 
393350, 435150, 1.6593, 
393450, 435150, 2.34295, 
393550, 435150, 2.85924, 
393650, 435150, 2.22954, 
389150, 435250, 1.80896, 
389250, 435250, 1.09791, 
389350, 435250, 1.8126, 
389450, 435250, 2.36779, 
389550, 435250, 2.61966, 
389650, 435250, 1.53971, 
389750, 435250, 1.50321, 
389850, 435250, 2.15716, 
389950, 435250, 3.68178, 
390050, 435250, 1.62692, 
390150, 435250, 1.7575, 
390250, 435250, 0.817477, 
390350, 435250, 2.67607, 
390450, 435250, 4.93934, 
390550, 435250, 2.17186, 
390650, 435250, 3.22212, 
390750, 435250, 2.82625, 
390850, 435250, 2.20084, 
390950, 435250, 2.29575, 
391050, 435250, 7.7466, 
391150, 435250, 4.36181, 
391250, 435250, 3.6061, 
391350, 435250, 1.27271, 
391450, 435250, 3.12469, 
391550, 435250, 5.12894, 
391650, 435250, 2.05996, 
391750, 435250, 2.41553, 
391850, 435250, 2.47877, 
391950, 435250, 2.3685, 
392050, 435250, 3.22504, 
392150, 435250, 3.75469, 
392250, 435250, 2.28205, 
392350, 435250, 3.64785, 
392450, 435250, 2.98511, 
392550, 435250, 4.48973, 
392650, 435250, 9.42115, 
392750, 435250, 6.16731, 
392850, 435250, 4.07903, 
392950, 435250, 3.41112, 
393050, 435250, 3.0024, 
393150, 435250, 2.56182, 
393250, 435250, 1.63937, 
393350, 435250, 1.57591, 
393450, 435250, 2.10853, 
393550, 435250, 3.09398, 
393650, 435250, 0.98734, 
389150, 435350, 2.12166, 
389250, 435350, 1.63666, 
389350, 435350, 1.08539, 
389450, 435350, 2.72697, 
389550, 435350, 2.03141, 
389650, 435350, 1.198, 
389750, 435350, 0.967691, 
389850, 435350, 1.49567, 
389950, 435350, 1.87396, 
390050, 435350, 2.45802, 
390150, 435350, 1.44107, 
390250, 435350, 3.21583, 
390350, 435350, 4.37993, 
390450, 435350, 3.60556, 
390550, 435350, 1.66431, 
390650, 435350, 1.14824, 
390750, 435350, 2.67593, 
390850, 435350, 2.76924, 
390950, 435350, 1.05917, 
391050, 435350, 5.09893, 
391150, 435350, 7.45546, 
391250, 435350, 2.21858, 
391350, 435350, 1.19632, 
391450, 435350, 2.16424, 
391550, 435350, 4.40282, 
391650, 435350, 3.33927, 
391750, 435350, 2.85899, 
391850, 435350, 3.21558, 
391950, 435350, 2.50289, 
392050, 435350, 3.61247, 
392150, 435350, 5.65312, 
392250, 435350, 3.19575, 
392350, 435350, 2.022, 
392450, 435350, 2.17497, 
392550, 435350, 3.29897, 
392650, 435350, 4.25744, 
392750, 435350, 8.96201, 
392850, 435350, 8.51817, 
392950, 435350, 4.97468, 
393050, 435350, 3.86866, 
393150, 435350, 3.28156, 
393250, 435350, 2.72148, 
393350, 435350, 2.21326, 
393450, 435350, 1.95178, 
393550, 435350, 1.33739, 
393650, 435350, 2.45175, 
389150, 435450, 2.11541, 
389250, 435450, 1.67131, 
389350, 435450, 1.72043, 
389450, 435450, 2.3976, 
389550, 435450, 1.52244, 
389650, 435450, 0.939154, 
389750, 435450, 0.940981, 
389850, 435450, 1.47671, 
389950, 435450, 2.36609, 
390050, 435450, 1.55724, 
390150, 435450, 2.72839, 
390250, 435450, 2.06267, 
390350, 435450, 4.41436, 
390450, 435450, 2.42844, 
390550, 435450, 1.84676, 
390650, 435450, 2.14381, 
390750, 435450, 2.75439, 
390850, 435450, 2.84609, 
390950, 435450, 1.45076, 
391050, 435450, 3.60954, 
391150, 435450, 6.4658, 
391250, 435450, 4.19986, 
391350, 435450, 2.73965, 
391450, 435450, 1.88383, 
391550, 435450, 3.42807, 
391650, 435450, 4.53209, 
391750, 435450, 3.08562, 
391850, 435450, 3.05764, 
391950, 435450, 3.36164, 
392050, 435450, 3.91503, 
